Season	SecCode	Kc_PS	Kc_sum	Min_sum	Min_med	Min_avg	Kc_med	Kc_avg	Tr_cnt	PS_ZPS	TYPZONY	KOD_ZSJ
P00-202001	P3-0622	4	60	90	45	45	30	30	2	15	1	127442
P00-202001	P3-0127	163	1305	2123	60	118	60	73	18	8	1	127388
P00-202001	P3-0306		500	1510	90	94	30	31	16			
P00-202001	P3-0602	34	940	1411	53	64	35	43	22	28	1	127426
P00-202001	P3-0517	28	1050	3326	30	158	30	50	21	37	1	127515
P00-202001	P3-0653	6	310	4530	60	503	30	34	9	53	1	127469
P00-202001	P3-0611	14	227	3581	45	448	20	28	8	16	1	127426
P00-202001	P3-0647	124	1360	13157	669	731	88	76	18	11	2	127451
P00-202001	P3-0662	3	260	2594	68	432	40	43	6	76	1	127469
P00-202001	P3-0663	14	330	1186	45	119	30	33	10	24	1	127469
P00-202001	P3-0178	67	1614	4855	75	211	75	70	23	24	1	127396
P00-202001	P3-0490	239	1915	10067	60	387	60	74	26	8	1	127523
P00-202001	P3-0197	43	1695	1720	60	78	60	77	22	39	1	127418
P00-202001	P3-0277	4	70	105	53	53	35	35	2	19	1	127345
P00-202001	P3-0613	10	123	3751	45	375	11	12	10	12	2	127426
P00-202001	P3-0234	150	450	450	45	50	45	50	9	3	1	127418
P00-202001	P3-0281	25	300	450	60	90	40	60	5	12	1	127345
P00-202001	P3-0609	10	310	465	30	42	20	28	11	32	1	127426
P00-202001	P3-0296	71	710	2155	60	144	40	47	15	10	1	127337
P00-202001	P3-0259	19	420	1323	60	120	40	38	11	22	1	127426
P00-202001	P3-0266	17	580	870	45	58	30	39	15	34	1	127426
P00-202001	P3-0648	12	410	615	60	77	40	51	8	34	1	127451
P00-202001	P3-0216	79	870	1645	60	137	53	73	12	11	1	127418
P00-202001	P3-0608	7	440	2892	180	578	120	88	5	64	1	127426
P00-202001	P3-0651	7	123	3425	45	685	30	25	5	18	1	127469
P00-202001	P3-0258	28	360	1394	105	232	70	60	6	13	1	127426
P00-202001	P3-0565	40	80	120	60	60	40	40	2	2	1	127507
P00-202001	P3-0669	30	330	495	60	71	40	47	7	11	1	315761
P00-202001	P3-0640	42	210	3478	90	1159	60	70	3	5	1	127451
P00-202001	P3-0655	6	220	330	120	110	80	73	3	36	1	127469
P00-202001	P3-0415	6	135	135	68	68	68	68	2	24	1	127558
P00-202001	P3-0665	8	46	3310	3310	3310	46	46	1	6	1	127469
P00-202001	P3-0268	17	240	360	180	180	120	120	2	14	1	127426
P00-202001	P4-0105	760	5319	95165	90	595	22	33	160	7	2	128171
P00-202001	P4-1352	136	2034	14141	270	544	40	78	26	15	2	127922
P00-202001	P4-0268	952	24741	418853	180	771	34	46	543	26	2	127949
P00-202001	P4-0143	1178	64790	676136	135	513	32	49	1319	55	2	128163
P00-202001	P4-1337	1940	25218	276649	120	455	33	41	608	13	2	127931
P00-202001	P4-0150	93	7569	79147	120	445	30	43	178	81	2	128163
P00-202001	P4-0281	60	1449	4033	60	161	40	58	25	24	1	127957
P00-202001	P4-0225	520	28063	384802	126	568	30	41	677	54	2	128198
P00-202001	P4-1050	112	1120	4427	90	158	30	40	28	10	2	127884
P00-202001	P4-1427	165	989	8103	80	312	30	38	26	6	2	128155
P00-202001	P4-1663	418	5851	66698	84	570	30	50	117	14	2	127728
P00-202001	P4-1387	263	9743	77221	132	429	40	54	180	37	2	127931
P00-202001	P4-2053	1508	31673	207934	90	288	25	44	721	21	2	127591
P00-202001	P4-1768	572	99532	747002	60	276	30	37	2704	174	2	127621
P00-202001	P4-0210	555	38292	413934	90	407	25	38	1018	69	2	127957
P00-202001	P4-0966	93	1951	11829	90	204	24	34	58	21	2	127604
P00-202001	P4-1494	2350	56389	505443	100	444	40	50	1139	24	2	128155
P00-202001	P4-1936	531	45155	501603	120	465	32	42	1078	85	2	127647
P00-202001	P4-0156	56	901	6498	85	295	32	41	22	16	2	128163
P00-202001	P4-0340	1906	11437	71078	75	365	47	59	195	6	2	127736
P00-202001	P4-0833	32	1480	7260	90	279	47	57	26	46	1	127761
P00-202001	P4-0208	1230	23374	273233	120	508	30	43	538	19	2	128198
P00-202001	P4-0940	30	472	2147	150	307	67	67	7	16	1	127876
P00-202001	P4-1486	396	7128	66061	105	516	28	56	128	18	2	128155
P00-202001	P4-0405	57	510	6457	45	497	30	39	13	9	2	127736
P00-202001	P4-0202	765	6888	73614	60	383	30	36	192	9	2	127957
P00-202001	P4-1348	1214	29133	294140	77	437	30	43	673	24	2	127931
P00-202001	P4-1716	2967	47473	463963	150	541	40	55	858	16	2	127701
P00-202001	P4-0165	355	7454	66278	60	280	30	31	237	21	2	128171
P00-202001	P4-0901	25	2786	8366	60	142	40	47	59	113	1	128121
P00-202001	P4-1660	854	106707	687568	110	375	40	58	1832	125	2	127728
P00-202001	P4-2048	519	37891	326506	84	319	20	37	1025	73	2	127612
P00-202001	P4-0389	39	590	885	45	63	30	42	14	15	1	127736
P00-202001	P4-1042	49	2777	38682	120	416	20	30	93	57	2	127892
P00-202001	P4-0810	56	1909	21625	90	305	20	27	71	34	2	127761
P00-202001	P4-1758	335	38519	244968	120	325	40	51	754	115	2	127647
P00-202001	P4-0171	261	18562	192232	60	395	30	38	487	71	2	128171
P00-202001	P4-1594	296	29603	729221	240	810	25	33	900	100	2	128147
P00-202001	P4-0261	678	10841	81173	100	374	40	50	217	16	2	127949
P00-202001	P4-1794	1500	59990	607558	120	487	35	48	1247	40	2	127621
P00-202001	P4-2043	510	3057	18280	90	241	28	40	76	6	2	127612
P00-202001	P4-0123	187	30341	353856	153	575	39	49	615	162	2	128171
P00-202001	P4-1311	711	24876	299214	105	436	30	36	687	35	2	127931
P00-202001	P4-0913	109	5969	80733	90	372	20	28	217	55	2	128121
P00-202001	P4-0213	362	25677	211719	90	341	26	41	620	71	2	128198
P00-202001	P4-0656	228	28751	235689	138	441	40	54	535	126	2	127752
P00-202001	P4-0203	36	2287	26766	120	399	20	34	67	64	2	128198
P00-202001	P4-1309	1512	37806	474004	75	362	20	29	1309	25	2	127931
P00-202001	P4-0186	240	3833	22974	60	202	20	34	114	16	2	128163
P00-202001	P4-1315	1170	57317	652832	92	415	25	36	1574	49	2	127931
P00-202001	P4-1485	1802	25222	265827	90	397	27	38	670	14	2	128155
P00-202001	P4-2038	521	23965	188570	120	363	30	46	519	46	2	127612
P00-202001	P4-1645	304	16112	87086	240	366	50	68	238	53	2	127701
P00-202001	P4-1617	956	20086	254281	113	534	30	42	476	21	2	127906
P00-202001	P4-1624	1203	25273	306876	180	604	30	50	508	21	2	127728
P00-202001	P4-1207	59	1466	11868	210	495	40	61	24	25	2	127698
P00-202001	P4-1391	772	20836	187634	75	356	20	40	527	27	2	127931
P00-202001	P4-1750	1303	28662	210845	105	340	30	46	620	22	2	127647
P00-202001	P4-1061	70	770	1155	60	89	40	59	13	11	1	127884
P00-202001	P4-1610	34	4295	12204	60	140	40	49	87	127	1	127728
P00-202001	P4-0113	888	22194	307662	150	612	38	44	503	25	2	128180
P00-202001	P4-0140	1130	38413	330921	80	314	30	36	1055	34	3	128163
P00-202001	P4-1940	702	188804	1282691	180	455	50	67	2819	269	2	127647
P00-202001	P4-1370	1092	41505	481258	90	427	25	37	1127	38	2	127931
P00-202001	P4-1659	50	1591	7715	45	198	30	41	39	32	1	127728
P00-202001	P4-0254	417	7081	129881	90	590	24	32	220	17	2	127957
P00-202001	P4-1302	2286	11430	115974	120	496	30	49	234	5	2	127931
P00-202001	P4-0178	1318	38211	376249	105	418	28	42	900	29	2	128198
P00-202001	P4-0575	726	15965	220687	117	559	29	40	395	22	2	127965
P00-202001	P4-0352	1417	21262	171352	75	413	40	51	415	15	2	127744
P00-202001	P4-1003	93	5409	24828	90	220	20	48	113	58	2	127612
P00-202001	P4-1777	337	21569	236656	105	417	30	38	567	64	2	127621
P00-202001	P4-0247	1396	36287	385211	105	427	30	40	903	26	2	127957
P00-202001	P4-1615	173	9150	59878	90	286	30	44	209	53	2	127931
P00-202001	P4-0182	114	7321	49158	90	227	20	34	217	64	2	128198
P00-202001	P4-0164	1642	26266	199234	60	262	30	35	760	16	3	127957
P00-202001	P4-1933	2750	24747	259173	90	431	26	41	602	9	2	127647
P00-202001	P4-1619	1461	102258	673904	210	456	50	69	1477	70	2	127906
P00-202001	P4-1793	49	2038	12518	120	250	30	41	50	42	2	127621
P00-202001	P4-1316	1728	57034	596536	120	441	30	42	1352	33	2	127931
P00-202001	P4-1381	224	13205	92296	90	292	28	42	316	59	2	127931
P00-202001	P4-1948	617	61671	411884	150	387	40	58	1065	100	2	127647
P00-202001	P4-0176	67	2131	34172	75	518	20	32	66	32	2	128198
P00-202001	P4-1496	1819	43658	434047	100	489	40	49	888	24	2	128147
P00-202001	P4-0135	1002	29047	406315	135	627	30	45	648	29	2	128171
P00-202001	P4-0303	722	29592	383673	120	604	30	47	635	41	2	127957
P00-202001	P4-0235	1362	32689	415355	114	596	30	47	697	24	2	128198
P00-202001	P4-0211	623	13701	172462	120	454	28	36	380	22	2	128198
P00-202001	P4-2045	1198	71874	421691	120	342	40	58	1233	60	2	127612
P00-202001	P4-1595	731	49704	1226456	300	849	30	34	1445	68	2	128155
P00-202001	P4-1784	404	18564	156741	81	295	21	35	531	46	2	127621
P00-202001	P4-0903	31	2770	8476	90	110	30	36	77	90	2	128112
P00-202001	P4-1227	101	2627	17627	90	226	20	34	78	26	2	127892
P00-202001	P4-1773	564	27052	252784	90	378	23	40	668	48	2	127621
P00-202001	P4-1601	26	2988	16929	60	220	30	39	77	116	1	127701
P00-202001	P4-1495	467	6066	22097	75	192	40	53	115	13	1	128155
P00-202001	P4-1331	61	1036	9064	60	232	20	27	39	17	2	128155
P00-202001	P4-1469	649	33734	235539	110	410	47	59	574	52	2	128155
P00-202001	P4-1667	438	21900	189874	60	330	30	38	576	50	2	127728
P00-202001	P4-0103	495	4453	40202	60	291	20	32	138	9	2	128198
P00-202001	P4-0236	575	4600	57613	46	337	20	27	171	8	2	128198
P00-202001	P4-1484	202	8470	85287	90	345	20	34	247	42	2	128155
P00-202001	P4-1666	31	1400	2113	60	59	40	39	36	45	1	127728
P00-202001	P4-1925	617	37661	322208	120	379	30	44	850	61	2	127647
P00-202001	P4-1236	91	8519	218395	483	786	20	31	278	94	2	128147
P00-202001	P4-1386	1174	82189	727223	120	416	36	47	1750	70	2	127931
P00-202001	P4-2050	798	34330	240840	90	277	25	39	870	43	2	127612
P00-202001	P4-0902	67	3549	36765	120	427	30	41	86	53	2	128112
P00-202001	P4-1319	120	3114	13433	60	172	40	40	78	26	1	127931
P00-202001	P4-0919	112	3480	11486	60	137	40	41	84	31	1	128121
P00-202001	P4-0308	184	1475	6974	120	317	70	67	22	8	1	127957
P00-202001	P4-1796	415	19489	127916	150	411	40	63	311	47	2	127621
P00-202001	P4-0201	665	3988	54228	60	502	30	37	108	6	2	128198
P00-202001	P4-0147	612	25085	263512	120	468	35	45	563	41	2	128163
P00-202001	P4-1375	199	2586	10956	90	171	30	40	64	13	2	127931
P00-202001	P4-1234	70	3081	28936	90	325	25	35	89	44	2	127892
P00-202001	P4-1622	64	640	960	60	64	40	43	15	10	1	127728
P00-202001	P4-0501	64	2447	11963	45	168	30	34	71	38	1	127965
P00-202001	P4-1307	194	2133	8559	60	158	40	39	54	11	1	127931
P00-202001	P4-0568	607	18827	282897	90	507	30	34	558	31	2	127965
P00-202001	P4-1398	433	28122	249004	71	395	30	45	630	65	2	127931
P00-202001	P4-1739	1274	98060	654080	80	328	35	49	1996	77	2	127621
P00-202001	P4-0122	586	15823	247418	98	486	25	31	509	27	2	128171
P00-202001	P4-0222	24	1284	4087	60	151	40	48	27	54	1	128198
P00-202001	P4-1955	441	25157	230596	72	310	20	34	745	57	2	127591
P00-202001	P4-1616	1406	42174	473448	120	530	31	47	893	30	2	127906
P00-202001	P4-0251	22	1252	14211	120	431	27	38	33	57	2	127957
P00-202001	P4-0259	179	11476	119858	110	504	40	48	238	64	2	127949
P00-202001	P4-1324	42	1253	5020	60	173	40	43	29	30	1	128155
P00-202001	P4-0543	514	13369	141773	60	370	30	35	383	26	2	127965
P00-202001	P4-1627	1344	41663	242098	240	442	50	76	548	31	2	127906
P00-202001	P4-0101	287	16660	294796	90	563	22	32	524	58	2	128198
P00-202001	P4-1479	651	44278	458248	105	416	30	40	1102	68	2	128155
P00-202001	P4-1405	1370	17806	193372	120	475	30	44	407	13	2	128155
P00-202001	P4-0145	330	13516	69458	120	256	30	50	271	41	2	128163
P00-202001	P4-1326	200	599	1640	112	149	60	54	11	3	1	128155
P00-202001	P4-1301	135	2570	31610	120	545	30	44	58	19	2	127931
P00-202001	P4-0234	154	7234	51944	120	309	40	43	168	47	2	128198
P00-202001	P4-0980	100	4283	20535	60	148	20	31	139	43	2	128121
P00-202001	P4-1378	1490	29790	260290	117	398	31	46	654	20	2	127931
P00-202001	P4-0263	543	11394	128082	120	445	35	40	288	21	2	127949
P00-202001	P4-1376	1075	18270	199481	90	286	23	26	698	17	3	127931
P00-202001	P4-0829	58	290	435	90	87	60	58	5	5	1	127761
P00-202001	P4-0322	116	3936	31078	90	241	30	31	129	34	2	127736
P00-202001	P4-1313	137	1645	8923	60	137	20	25	65	12	2	127931
P00-202001	P4-1005	283	8765	85175	150	435	30	45	196	31	2	127612
P00-202001	P4-1598	1675	155819	1930083	90	428	30	35	4507	93	2	128147
P00-202001	P4-0725	99	1289	5013	105	209	45	54	24	13	1	127761
P00-202001	P4-1621	210	21015	51010	74	135	40	56	378	100	1	127728
P00-202001	P4-1317	287	19486	151993	90	315	27	40	482	68	2	127931
P00-202001	P4-1330	853	23024	200904	66	272	24	31	738	27	2	127931
P00-202001	P4-0179	10	660	994	60	58	40	39	17	63	1	128198
P00-202001	P4-0967	140	4060	24003	120	255	28	43	94	29	2	127604
P00-202001	P4-0563	47	1351	3467	60	120	40	47	29	29	1	127965
P00-202001	P4-1321	83	1073	8449	60	291	40	37	29	13	1	127931
P00-202001	P4-1380	344	12379	80417	90	306	30	47	263	36	2	127931
P00-202001	P4-0250	883	30901	267869	122	451	34	52	594	35	2	127957
P00-202001	P4-0323	190	4738	44994	100	511	40	54	88	25	2	127736
P00-202001	P4-0369	20	810	1215	60	71	40	48	17	40	1	127736
P00-202001	P4-1399	58	690	1091	53	68	35	43	16	12	1	127931
P00-202001	P4-0280	1014	8112	67154	60	384	30	46	175	8	2	127957
P00-202001	P4-1630	395	37500	325692	150	452	40	52	721	95	2	127710
P00-202001	P4-1430	910	19108	100198	188	407	60	78	246	21	2	127922
P00-202001	P4-1396	41	1180	2489	45	80	30	38	31	29	1	127931
P00-202001	P4-1905	1700	8501	80480	105	411	30	43	196	5	2	127591
P00-202001	P4-0357	59	1544	8016	105	297	60	57	27	26	1	127965
P00-202001	P4-1318	319	2230	3381	60	61	40	41	55	7	1	127931
P00-202001	P4-0170	726	13070	102243	60	263	30	34	389	18	2	128171
P00-202001	P4-1388	302	1208	16987	68	566	31	40	30	4	1	127931
P00-202001	P4-0125		330	495	45	50	30	33	10			
P00-202001	P4-1397	81	4453	8155	60	97	40	53	84	55	1	127931
P00-202001	P4-1335	114	3090	12140	60	164	40	42	74	27	1	128155
P00-202001	P4-1401	71	710	1065	60	59	40	39	18	10	1	128155
P00-202001	P4-0159	424	5934	32079	60	308	30	57	104	14	2	128163
P00-202001	P4-2056	130	1949	8143	45	136	30	32	60	15	1	127591
P00-202001	P4-1373	126	2013	4514	60	113	40	50	40	16	1	127931
P00-202001	P4-1314	247	4195	33219	60	210	20	27	158	17	2	127931
P00-202001	P4-1668	537	5366	16627	120	256	50	83	65	10	2	127728
P00-202001	P4-1480	24	1635	6657	60	166	40	41	40	69	1	128155
P00-202001	P4-1325	29	1410	9015	92	273	40	43	33	48	1	128155
P00-202001	P4-1950	139	15029	129632	60	267	30	31	485	108	3	315877
P00-202001	P4-0955	54	1293	9258	90	403	50	56	23	24	1	127604
P00-202001	P4-1409	1305	15660	157776	93	431	30	43	366	12	2	128155
P00-202001	P4-0160	646	30369	220446	90	363	39	50	608	47	2	128163
P00-202001	P4-1346	57	1420	2130	60	69	40	46	31	25	1	127922
P00-202001	P4-1340	31	1003	2951	63	148	40	50	20	32	1	127922
P00-202001	P4-0273	20	590	885	53	55	35	37	16	29	1	127949
P00-202001	P4-1385	30	300	450	60	64	40	43	7	10	1	127906
P00-202001	P4-1792	565	10740	121626	135	507	38	45	240	19	2	127621
P00-202001	P4-0126	22	1019	4434	60	185	35	42	24	47	1	128171
P00-202001	P4-1721	64	2740	4110	60	76	40	51	54	43	1	127701
P00-202001	P4-1410	21	272	1127	53	188	35	45	6	13	1	127922
P00-202001	P4-1608	45	6609	24503	60	190	40	51	129	146	1	127728
P00-202001	P4-1341	17	697	1764	60	126	40	50	14	40	1	127922
P00-202001	P4-0157	43	255	1128	58	141	30	32	8	6	1	128163
P00-202001	P4-1349	758	18182	111876	120	307	35	50	364	24	2	127922
P00-202001	P4-0409	34	772	5207	53	260	25	39	20	23	1	127736
P00-202001	P4-0242	2194	41678	404833	101	392	30	40	1034	19	2	127957
P00-202001	P4-0238	478	15294	126309	60	281	26	34	449	32	2	128198
P00-202001	P4-1411	952	24747	284675	135	513	37	45	555	26	2	127922
P00-202001	P4-1604	2	70	105	53	53	35	35	2	32	1	127728
P00-202001	P4-1359	137	3845	6560	60	77	40	45	85	28	1	127922
P00-202001	P4-0574	103	2687	18615	90	222	30	32	84	26	2	127965
P00-202001	P4-1755	288	6902	30373	283	380	70	86	80	24	2	127647
P00-202001	P4-0180	491	27501	292403	90	386	27	36	757	56	2	128198
P00-202001	P4-0917	55	1711	5781	60	138	35	41	42	31	1	128121
P00-202001	P4-0965	43	2170	3998	60	82	40	44	49	50	1	127604
P00-202001	P4-0395	14	689	3192	60	213	40	46	15	48	1	127736
P00-202001	P4-0550	338	4061	35942	60	292	25	33	123	12	2	127965
P00-202001	P4-1643	534	1067	4078	60	170	40	44	24	2	1	127701
P00-202001	P4-0271	18	550	2981	60	199	40	37	15	30	1	127957
P00-202001	P4-1457	10	110	801	75	267	40	37	3	11	1	127922
P00-202001	P4-0374	503	24142	160053	90	486	46	73	329	48	2	127736
P00-202001	P4-1429	189	8674	32140	330	331	90	89	97	46	2	127922
P00-202001	P4-0137	224	4259	26948	225	465	65	73	58	19	2	128171
P00-202001	P4-1640	647	6466	42331	120	341	32	52	124	10	2	127710
P00-202001	P4-1703	29	519	7912	90	527	20	35	15	18	2	127621
P00-202001	P4-0232	48	1827	16452	60	433	40	48	38	38	1	128198
P00-202001	P4-1229	127	2409	16481	94	242	30	35	68	19	2	127892
P00-202001	P4-0274	28	703	3447	60	191	35	39	18	25	1	127957
P00-202001	P4-1626	490	7354	31777	150	276	40	64	115	15	2	127906
P00-202001	P4-0822	539	14558	65702	180	353	50	78	186	27	2	127761
P00-202001	P4-1907	511	15839	116171	120	375	36	51	310	31	2	127591
P00-202001	P4-1724	38	1551	3825	60	123	40	50	31	41	1	127621
P00-202001	P4-0713	213	17005	128660	105	355	30	47	362	80	2	127752
P00-202001	P4-1953	3277	16386	143478	60	239	25	27	601	5	3	315877
P00-202001	P4-1761	172	2921	10423	90	123	20	34	85	17	2	127647
P00-202001	P4-0655	553	22107	188988	90	355	26	41	533	40	2	127752
P00-202001	P4-1654	494	6420	51686	132	395	36	49	131	13	2	127728
P00-202001	P4-1016	308	9553	31739	90	141	30	42	225	31	2	127884
P00-202001	P4-1644	155	11040	43464	75	223	50	57	195	71	1	127701
P00-202001	P4-0248	115	2193	7515	68	188	45	55	40	19	1	127957
P00-202001	P4-0104	553	8846	86183	255	653	43	67	132	16	2	128180
P00-202001	P4-0355	183	3836	30647	90	538	40	67	57	21	2	127744
P00-202001	P4-0928	20	1299	7367	60	254	40	45	29	66	1	128121
P00-202001	P4-1980	298	12497	62308	120	245	38	49	254	42	2	315893
P00-202001	P4-0394	52	1254	5901	60	169	40	36	35	24	2	127736
P00-202001	P4-1392	204	4905	29692	90	272	30	45	109	24	2	127931
P00-202001	P4-2054	354	10608	48355	90	220	20	48	220	30	2	127612
P00-202001	P4-1770	229	12611	20582	60	72	40	44	286	55	1	127621
P00-202001	P4-1596	943	9431	157015	120	340	20	20	462	10	2	128147
P00-202001	P4-0240	146	2633	30658	90	378	30	33	81	18	2	128198
P00-202001	P4-0643	25	1212	6859	105	254	40	45	27	49	1	127752
P00-202001	P4-1415	180	3416	5845	75	85	50	50	69	19	1	128155
P00-202001	P4-1597	276	8562	143706	120	306	20	18	470	31	2	128147
P00-202001	P4-1015	152	5489	22737	62	139	20	34	163	36	2	127884
P00-202001	P4-0106	445	20915	241697	123	543	30	47	445	47	2	128171
P00-202001	P4-1223	11	370	555	60	62	40	41	9	33	1	127892
P00-202001	P4-0301	106	2866	19771	90	247	20	36	80	27	2	127957
P00-202001	P4-0256	255	6364	57082	70	417	30	46	137	25	2	128163
P00-202001	P4-0613	409	18801	123166	120	344	35	53	358	46	2	127752
P00-202001	P4-0326	29	490	861	60	96	40	54	9	17	2	127736
P00-202001	P4-0138	127	3293	24110	210	402	30	55	60	26	2	128163
P00-202001	P4-1709	26	1766	11099	60	222	40	35	50	69	1	127701
P00-202001	P4-1788	12	500	752	62	84	40	56	9	41	1	127621
P00-202001	P4-0311	25	1007	7986	60	380	40	48	21	40	1	127736
P00-202001	P4-1425	605	3630	15936	165	257	40	59	62	6	2	128155
P00-202001	P4-1931	246	6901	67343	90	434	20	45	155	28	2	127647
P00-202001	P4-1474	161	1610	2439	90	90	60	60	27	10	1	128155
P00-202001	P4-1402	77	1305	5566	60	180	40	42	31	17	1	128155
P00-202001	P4-1782	111	3984	16158	60	120	20	30	135	36	2	127621
P00-202001	P4-1790	8	400	600	60	75	40	50	8	52	1	127621
P00-202001	P4-2026	819	24565	89947	240	306	60	84	294	30	2	127591
P00-202001	P4-0830	96	1147	10327	90	333	20	37	31	12	2	127761
P00-202001	P4-1491	516	9813	27407	75	159	40	57	172	19	1	128155
P00-202001	P4-1403	45	180	600	45	75	15	23	8	4	2	127922
P00-202001	P4-0148	409	5731	45894	80	417	30	52	110	14	2	128163
P00-202001	P4-0508	42	550	825	60	75	40	50	11	13	1	127965
P00-202001	P4-1374	244	4886	24280	90	183	30	37	133	20	2	127931
P00-202001	P4-1738	711	10666	104083	105	393	29	40	265	15	2	127621
P00-202001	P4-0846	23	370	555	60	69	40	46	8	16	1	127761
P00-202001	P4-1664	51	1416	3043	60	80	35	37	38	28	1	127728
P00-202001	P4-1661	66	1840	10304	90	312	50	56	33	28	1	127728
P00-202001	P4-0920	253	2027	16880	120	344	28	41	49	8	2	128121
P00-202001	P4-0962	31	1370	2055	60	76	40	51	27	44	1	127604
P00-202001	P4-1211	137	3003	5410	60	77	40	43	70	22	1	127892
P00-202001	P4-0958	246	5660	18859	120	185	40	55	102	23	2	127612
P00-202001	P4-0233	39	938	5727	60	249	40	41	23	24	1	128198
P00-202001	P4-0224	137	4251	34041	180	460	40	57	74	31	2	128198
P00-202001	P4-1960	30	539	2248	60	204	40	49	11	18	1	127591
P00-202001	P4-0345	69	274	4023	59	671	35	46	6	4	1	127736
P00-202001	P4-1741	80	2243	8404	75	205	50	55	41	28	1	127639
P00-202001	P4-0313	105	3690	53027	255	647	29	45	82	35	2	127736
P00-202001	P4-1642	118	2014	3741	60	81	40	44	46	17	1	127701
P00-202001	P4-1406	106	2858	39877	90	464	24	33	86	27	2	128155
P00-202001	P4-0844	16	701	15277	90	527	20	24	29	43	2	127965
P00-202001	P4-0149	277	6102	42061	60	286	30	42	147	22	2	128163
P00-202001	P4-0220	56	5332	21433	60	208	40	52	103	96	1	128198
P00-202001	P4-0175	439	2196	31699	80	622	30	43	51	5	3	128198
P00-202001	P4-0332	52	570	855	60	66	40	44	13	11	1	127736
P00-202001	P4-1039	20	280	420	38	42	25	28	10	14	1	127892
P00-202001	P4-1710	86	16345	118737	90	386	50	53	308	191	1	127701
P00-202001	P4-1036	30	1702	6815	60	179	35	45	38	57	1	127892
P00-202001	P4-1487	125	2501	25792	60	277	20	27	93	20	2	128155
P00-202001	P4-0390	286	2570	4158	75	85	40	52	49	9	2	127736
P00-202001	P4-0952	398	6761	37749	90	244	30	44	155	17	2	127604
P00-202001	P4-0728	675	8781	71944	141	387	40	47	186	13	2	127761
P00-202001	P4-1004	13	460	691	45	77	30	51	9	36	1	127612
P00-202001	P4-0705	15	210	315	45	63	30	42	5	14	1	127752
P00-202001	P4-0133	72	718	7507	45	375	20	36	20	10	1	128171
P00-202001	P4-0215	25	968	10504	90	553	50	51	19	39	1	128198
P00-202001	P4-0177	96	385	15152	60	659	10	17	23	4	2	128198
P00-202001	P4-1482	42	2970	5175	60	83	40	48	62	71	1	128155
P00-202001	P4-1389	82	1550	2325	60	78	40	52	30	19	1	127931
P00-202001	P4-2080	34	620	969	116	97	70	62	10	18	1	127591
P00-202001	P4-0647	16	409	1333	120	190	40	58	7	25	1	127752
P00-202001	P4-0428	369	4794	36617	60	300	26	39	122	13	2	127965
P00-202001	P4-0277	45	2581	10029	60	193	40	50	52	58	1	127957
P00-202001	P4-0505	98	1760	2642	68	94	45	63	28	18	1	127965
P00-202001	P4-1383	186	3718	12780	60	170	40	50	75	20	1	127931
P00-202001	P4-0817	14	990	4094	60	171	40	41	24	71	1	127761
P00-202001	P4-0922	121	3145	57498	135	653	30	36	88	26	2	128121
P00-202001	P4-2033	12	260	390	45	56	30	37	7	21	1	127612
P00-202001	P4-0365	88	350	525	68	88	45	58	6	4	1	127736
P00-202001	P4-0129	116	1391	7712	60	220	40	40	35	12	1	128171
P00-202001	P4-1638	19	550	838	45	56	30	37	15	29	1	127710
P00-202001	P4-1744	470	7512	32533	120	276	40	64	118	16	2	127647
P00-202001	P4-1725	33	198	1435	90	159	20	22	9	6	2	127621
P00-202001	P4-0331	2280	9118	65205	83	466	50	65	140	4	2	127736
P00-202001	P4-1743	127	2674	14993	90	214	30	38	70	21	2	127647
P00-202001	P4-1414	188	4712	27419	120	274	40	47	100	25	2	128155
P00-202001	P4-0128	78	859	3447	45	157	30	39	22	11	1	128171
P00-202001	P4-0569	109	1312	4128	60	142	40	45	29	12	1	127965
P00-202001	P4-0622	83	1497	4555	60	134	40	44	34	18	1	127752
P00-202001	P4-1041	71	496	3657	246	366	38	50	10	7	2	127892
P00-202001	P4-2028	202	1612	9429	60	201	20	34	47	8	2	127612
P00-202001	P4-1775	10	220	330	30	41	20	28	8	22	1	127621
P00-202001	P4-0904	200	2806	14529	90	214	20	41	68	14	2	128112
P00-202001	P4-1408	22	929	2125	51	106	30	46	20	43	1	128155
P00-202001	P4-1759	265	2118	18955	145	499	40	56	38	8	2	127647
P00-202001	P4-2087	41	620	930	60	72	40	48	13	15	1	127591
P00-202001	P4-0304	99	790	5204	60	237	35	36	22	8	1	127736
P00-202001	P4-1217	174	2605	11206	60	197	40	46	57	15	1	127698
P00-202001	P4-1754	222	1999	9886	32	170	20	34	58	9	1	127621
P00-202001	P4-1455	20	428	6841	75	684	40	43	10	21	1	127922
P00-202001	P4-1944	35	1020	1531	53	77	35	51	20	29	1	127647
P00-202001	P4-0244	177	7784	58217	90	272	25	36	214	44	2	127957
P00-202001	P4-1436	194	1749	5815	60	138	40	42	42	9	1	127906
P00-202001	P4-1961	50	550	835	55	56	30	37	15	11	1	127591
P00-202001	P4-0315	55	1106	7102	68	323	40	50	22	20	1	127736
P00-202001	P4-0930	190	760	4755	53	340	35	54	14	4	1	128121
P00-202001	P4-0825	36	1130	6516	60	261	40	45	25	31	1	127761
P00-202001	P4-0820	18	950	1425	75	95	50	63	15	54	1	127761
P00-202001	P4-0120	21	1282	11206	60	386	30	44	29	61	1	128171
P00-202001	P4-1002	33	1207	10699	90	267	25	30	40	37	2	127612
