Season	TARIFPA	CODE	KOD_ZSJ	STREETNAME	Price	Trans	dff	Mths	age	Tr_MONTH	Tr_DAY
P00-201912	14	6000032	129411	U VOKOVICK… äKOLY	49290	1079	419565	3	40	360	12
P00-201912	14	6000031	129411	K »ERVEN…MU VRCHU	3144	78	29343	3	40	26	1
P00-201912	5	6000030	130109	U VORLÕKŸ	33357	816	373317	3	40	272	10
P00-201912	27	6000029	129542	NA VALECH	38097	722	283344	3	40	241	9
P00-201912	27	6000028	305928	TYCHONOVA	19791	468	115342	3	40	156	6
P00-201912	15	6000027	129542	NA BAäTÃ SV. JIÿÕ	49720	1043	396323	3	40	348	12
P00-201912	15	6000026	129542	TYCHONOVA	68073	1062	494497	3	40	354	12
P00-201912	27	6000025	129542	NA VALECH	92028	1788	671356	3	40	596	20
P00-201912	27	6000024	305928	K BRUSCE	38518	763	250302	3	40	255	9
P00-201912	15	6000023	129542	K BRUSCE	338849	5675	2590476	3	40	1892	64
P00-201912	15	6000022	305936	NA VALECH	25429	539	157066	3	40	180	6
P00-201912	34	6000021	130095	SRBSK¡	77103	1365	431500	3	40	455	16
P00-201912	34	6000020	130087	JASELSK¡	39253	702	223764	3	40	234	8
P00-201912	34	6000019	130095	BUBENE»SK¡	43748	784	257449	3	40	262	9
P00-201912	34	6000018	130095	BUBENE»SK¡	31092	641	216153	3	40	214	8
P00-201912	34	6000017	130095	DEJVICK¡	39334	800	314312	3	40	267	9
P00-201912	34	6000016	129534	DEJVICK¡	76273	1431	514647	3	40	477	16
P00-201912	34	6000015	129534	V¡CLAVKOVA	58874	1111	303418	3	40	371	13
P00-201912	34	6000014	130095	V¡CLAVKOVA	162318	2479	724999	3	40	827	28
P00-201912	34	6000013	130095	DEJVICK¡	109283	2208	530301	3	40	736	25
P00-201912	34	6000012	130095	DEJVICK¡	92080	1658	482772	3	40	553	19
P00-201912	34	6000011	130087	DEJVICK¡	129623	2479	780778	3	40	827	28
P00-201912	34	6000010	130095	KAFKOVA	33716	708	169380	3	40	236	8
P00-201912	34	6000009	130087	N¡RODNÕ OBRANY	73563	1271	443483	3	40	424	15
P00-201912	34	6000008	130087	JILEMNICK…HO	22512	479	110353	3	40	160	6
P00-201912	34	6000007	130087	V. P. »KALOVA	89010	1575	493744	3	40	525	18
P00-201912	34	6000006	130087	N¡RODNÕ OBRANY	74240	1387	394923	3	40	463	16
P00-201912	34	6000005	130087	N¡RODNÕ OBRANY	74633	1555	423648	3	40	519	18
P00-201912	34	6000002	130087	»S. ARM¡DY	22574	485	122679	3	40	162	6
P00-201912	34	6000001	130087	N¡RODNÕ OBRANY	36414	715	200543	3	40	239	8
P00-201912	17	5000112	128945	ROENTGENOVA	164018	4561	1276069	3	28	1521	51
P00-201912	11	5000111	129151	LUMI…RŸ	16575	425	148428	3	28	142	5
P00-201912	11	5000110	129160	KÿÕéENECK…HO N¡M.	21421	615	220994	3	28	205	7
P00-201912	3	5000109	128686	K VODOJEMU	18675	1109	375248	3	28	370	13
P00-201912	3	5000108	128686	U SMÕCHOVSK…HO HÿBITOVA	32203	2219	486636	3	28	740	25
P00-201912	17	5000107	128686	U KLAVÕRKY	174740	5965	1589642	3	28	1989	67
P00-201912	3	5000106	128686	NAD SANTOäKOU	19359	504	476583	3	28	168	6
P00-201912	1	5000105	128937	PLZE“SK¡	52786	3439	650709	3	28	1147	39
P00-201912	3	5000104	128953	V ⁄VALU	79301	2804	1098179	3	28	935	32
P00-201912	3	5000103	128945	WEBEROVA	109572	3673	1608972	3	28	1225	41
P00-201912	3	5000102	128945	WEBEROVA	39858	1514	646481	3	28	505	17
P00-201912	3	5000101	128953	DEYLOVA	25706	813	592186	3	28	271	10
P00-201912	3	5000100	128953	BRDLÕKOVA	114509	4384	1516995	3	28	1462	49
P00-201912	17	5000099	128945	ROENTGENOVA	105484	2828	769181	3	28	943	32
P00-201912	17	5000098	128945	ROENTGENOVA	248336	6819	2592280	3	28	2273	76
P00-201912	23	5000097	129062	LIDICK¡	14845	389	134027	3	40	130	5
P00-201912	2	5000096	128821	N¡DRAéNÕ	6247	200	128550	3	40	67	3
P00-201912	2	5000095	128821	N¡DRAéNÕ	52898	1737	1550540	3	40	579	20
P00-201912	11	5000094	128821	N¡DRAéNÕ	57524	1910	834801	3	40	637	22
P00-201912	11	5000093	128694	POD BARVÕÿKOU	65416	1610	651514	3	40	537	18
P00-201912	24	5000092	128686	RADLICK¡	25139	414	129245	3	40	138	5
P00-201912	11	5000091	128694	NA NEKLANCE	41652	1082	405167	3	40	361	13
P00-201912	11	5000090	128694	NA LAUROV…	30511	791	346347	3	40	264	9
P00-201912	11	5000089	128694	PECHL¡TOVA	30493	853	284780	3	40	285	10
P00-201912	11	5000088	128821	N¡DRAéNÕ	34453	913	405448	3	40	305	11
P00-201912	11	5000087	129089	N¡DRAéNÕ	54445	1027	514904	3	40	343	12
P00-201912	11	5000086	128821	N¡DRAéNÕ	45802	1199	518626	3	40	400	14
P00-201912	12	5000085	129071	SVORNOSTI	97713	1555	601007	3	40	519	18
P00-201912	11	5000084	128821	N¡DRAéNÕ	112570	2521	1233288	3	40	841	29
P00-201912	11	5000083	128813	ZA éENSK›MI DOMOVY	69751	1525	749856	3	40	509	17
P00-201912	11	5000082	128813	NA SKALCE	79647	1658	698633	3	40	553	19
P00-201912	11	5000081	128813	NA BÿEZINCE	69807	1630	708265	3	40	544	19
P00-201912	11	5000080	128813	U NIKOLAJKY	158958	3984	1651654	3	40	1328	45
P00-201912	12	5000079	129071	SVORNOSTI	145382	2621	1407830	3	40	874	30
P00-201912	25	5000078	128813	OSTROVSK…HO	49473	1239	366838	3	40	413	14
P00-201912	23	5000077	129062	N¡DRAéNÕ	39168	1159	352970	3	40	387	13
P00-201912	25	5000076	128813	KLICPEROVA	48327	1005	401959	3	40	335	12
P00-201912	25	5000074	129062	SVORNOSTI	134559	2252	849273	3	40	751	26
P00-201912	25	5000073	129062	JINDÿICHA PLACHTY	132754	2314	964110	3	40	772	26
P00-201912	25	5000072	128813	BOZDÃCHOVA	38335	841	346037	3	40	281	10
P00-201912	12	5000071	128805	KOV¡KŸ	269180	4992	2243443	3	40	1664	56
P00-201912	12	5000070	129062	NA CELN…	50596	947	489082	3	40	316	11
P00-201912	25	5000069	129062	NA BÃLIDLE	97480	1648	923764	3	40	550	19
P00-201912	23	5000068	128805	RADLICK¡	55672	1541	400217	3	40	514	18
P00-201912	12	5000067	128791	KOV¡KŸ	191568	3300	1496153	3	40	1100	37
P00-201912	12	5000066	305871	N¡BÿEéNÕ	69716	1282	749934	3	40	428	15
P00-201912	25	5000065	305871	JAN¡»KOVO N¡Bÿ.	128787	2006	982318	3	40	669	23
P00-201912	25	5000064	129054	PRESLOVA	100700	2004	686900	3	40	668	23
P00-201912	25	5000063	129054	LESNICK¡	69659	1150	396126	3	40	384	13
P00-201912	25	5000062	129054	N¡M. 14. ÿÕJNA	156452	3093	1088830	3	40	1031	35
P00-201912	25	5000061	129046	äTEF¡NIKOVA	36638	1055	287037	3	40	352	12
P00-201912	25	5000060	129054	DIENZENHOFEROVY SADY	137808	2385	998005	3	40	795	27
P00-201912	25	5000059	129054	MATOUäOVA	118500	2603	650327	3	40	868	29
P00-201912	12	5000058	128791	PLZE“SK¡	8010	172	92467	3	40	58	2
P00-201912	12	5000057	128791	MOZARTOVA	30479	709	357514	3	40	237	8
P00-201912	12	5000056	128791	TOM¡äKOVA	45117	762	549853	3	40	254	9
P00-201912	12	5000055	128791	GRAFICK¡	41269	849	447387	3	40	283	10
P00-201912	12	5000054	129020	HOLE»KOVA	48158	722	666822	3	40	241	9
P00-201912	12	5000053	129011	äV…DSK¡	59185	1216	444951	3	40	406	14
P00-201912	12	5000052	128791	HOLE»KOVA	60567	759	374073	3	40	253	9
P00-201912	12	5000051	128791	GRAFICK¡	92174	1834	726482	3	40	612	21
P00-201912	12	5000050	128783	DUäKOVA	11661	314	154403	3	40	105	4
P00-201912	11	5000049	128783	BROéÕKOVA	17901	505	218222	3	40	169	6
P00-201912	11	5000048	128783	STAROKOäÕÿSK¡	51888	1112	706957	3	40	371	13
P00-201912	11	5000047	128783	HOLE»KOVA	45312	963	534475	3	40	321	11
P00-201912	11	5000046	128783	HLAV¡»KOVA	35151	816	226779	3	40	272	10
P00-201912	24	5000045	128783	VRCHLICK…HO	15382	285	130517	3	40	95	4
P00-201912	24	5000044	129003	PLZE“SK¡	36976	1036	336882	3	40	346	12
P00-201912	24	5000043	128775	VRCHLICK…HO	29301	825	198908	3	40	275	10
